name,sym,open,close,change,percent,snr
National Bank,NBHC,39.06,41.88,2.82,0.072,0.21
National Research,NRC,23.03,25.49,2.46,0.107,0.21
Newell Brands,NWL,6.46,8.59,2.13,0.33,0.21
Office Depot,ODP,39.4,42.25,2.85,0.072,0.21
Preformed Line Products,PLPC,122.31,137.87,15.56,0.127,0.21
Power REIT,PW,0.86,1.25,0.39,0.448,0.21
Radius Health,RDUS,15.29,18.12,2.83,0.185,0.21
Rigel Pharma,RIGL,8.21,10.58,2.37,0.289,0.21
Radiant Logistics,RLGT,5.65,6.22,0.57,0.101,0.21
Seneca Foods,SENEB,58.4,59.78,1.38,0.024,0.21
Seritage Growth Properties,SRG,4.63,5.1,0.47,0.102,0.21
Titan Machinery,TITN,15.97,17.83,1.86,0.116,0.21
Tutor Perini,TPC,21.85,24.89,3.04,0.139,0.21
Vera Bradley,VRA,6.21,6.88,0.67,0.108,0.21
WESCO International,WCC,160.25,174.95,14.7,0.092,0.21
WP Carey,WPC,54.79,57.81,3.02,0.055,0.21
"Vera Bradley, Inc.",VRA,6.21,6.88,0.67,0.108,0.21
"W.P. Carey, Inc.",WPC,54.79,57.81,3.02,0.055,0.21
"WESCO International, Inc.",WCC,160.25,174.95,14.7,0.092,0.21
ACNB,ACNB,36.06,41.48,5.42,0.15,0.2
Agios Pharma,AGIO,43.14,46.4,3.26,0.076,0.2
AMERISAFE,AMSF,43.92,47.48,3.56,0.081,0.2
Apache,APA,29.75,31.19,1.44,0.048,0.2
Apogee Enterprises,APOG,63.14,68.64,5.5,0.087,0.2
Arlo Technologies,ARLO,13.05,15.16,2.11,0.162,0.2
BioLife,BLFS,21.4,24.02,2.62,0.122,0.2
Bank of the James Financial,BOTJ,10.94,13.6,2.66,0.243,0.2
Berry Petroleum,BRY,6.54,6.86,0.32,0.049,0.2
Chuy's,CHUY,26.05,37.09,11.04,0.424,0.2
CytomX Therapeutics,CTMX,1.21,1.38,0.17,0.14,0.2
CubeSmart,CUBE,44.34,47.58,3.24,0.073,0.2
Eastman Chemical,EMN,98.2,103.33,5.13,0.052,0.2
Energy Recovery,ERII,13.28,14.58,1.3,0.098,0.2
Fortress Biotech,FBIO,1.75,2.09,0.34,0.194,0.2
First Horizon National,FHN,15.87,16.73,0.86,0.054,0.2
L.B. Foster,FSTR,21.6,24.01,2.41,0.112,0.2
Golden Entertainment,GDEN,31,33.43,2.43,0.078,0.2
Chart Industries,GTLS,144.45,161.08,16.63,0.115,0.2
Home Bancorp,HBCP,39.44,44.12,4.68,0.119,0.2
Summit Hotel Properties,INN,5.99,6.34,0.35,0.058,0.2
Innospec,IOSP,123.39,131.14,7.75,0.063,0.2
Kimball Electronics,KE,22.06,23.7,1.64,0.074,0.2
Lithia Motors,LAD,252.14,276.33,24.19,0.096,0.2
Laboratory of America,LH,204.52,215.44,10.92,0.053,0.2
Linde,LIN,439.15,453.5,14.35,0.033,0.2
LeMaitre Vascular,LMAT,82.58,86.89,4.31,0.052,0.2
Marchex,MCHX,1.49,1.74,0.25,0.168,0.2
Mondelez,MDLZ,65.86,68.35,2.49,0.038,0.2
Mastech Digital,MHH,7.51,8.22,0.71,0.095,0.2
Annaly Capital Management,NLY,19.05,19.91,0.86,0.045,0.2
Northern Trust,NTRS,84.01,88.65,4.64,0.055,0.2
Nevro,NVRO,8.44,9.93,1.49,0.177,0.2
New York Times,NYT,51.44,53.59,2.15,0.042,0.2
Omnicell,OMCL,27.06,29.21,2.15,0.079,0.2
Office Properties Income Trust,OPI,2.04,2.49,0.45,0.221,0.2
PepsiCo,PEP,165.04,172.67,7.63,0.046,0.2
Profire Energy,PFIE,1.41,1.67,0.26,0.184,0.2
Peoples Financial,PFIS,45.87,49.67,3.8,0.083,0.2
RPC,RES,6.3,7.47,1.17,0.186,0.2
RCI Hospitality,RICK,43.71,49.48,5.77,0.132,0.2
Rayonier,RYN,28.99,30.33,1.34,0.046,0.2
Sleep Number,SNBR,9.59,11.8,2.21,0.23,0.2
Sonoma Pharma,SNOA,0.21,0.36,0.16,0.738,0.2
Sysco,SYY,71.72,76.65,4.93,0.069,0.2
Texas Capital Bancshares,TCBI,60.91,66.1,5.19,0.085,0.2
Terex,TEX,55,63.26,8.26,0.15,0.2
Tradeweb Markets,TW,106.36,111.68,5.32,0.05,0.2
Visteon,VC,106.39,115.54,9.15,0.086,0.2
Vericel,VCEL,45.83,50.52,4.69,0.102,0.2
Verisign,VRSN,177.67,187.01,9.34,0.053,0.2
Advanced Drainage,WMS,160.83,177.04,16.21,0.101,0.2
WillScot,WSC,37.78,41,3.22,0.085,0.2
Dentsply Sirona,XRAY,25.01,27.14,2.13,0.085,0.2
Vericel Corp.,VCEL,45.83,50.52,4.69,0.102,0.2
"VeriSign, Inc.",VRSN,177.67,187.01,9.34,0.053,0.2
Visteon Corp.,VC,106.39,115.54,9.15,0.086,0.2
WillScot Mobile Mini Holdings Corp.,WSC,37.78,41,3.22,0.085,0.2
AGNC Investment,AGNC,9.56,10.01,0.45,0.047,0.19
Allogene Therapeutics,ALLO,2.33,2.94,0.61,0.262,0.19
American Vanguard,AVD,8.6,9.62,1.02,0.119,0.19
Avnet,AVT,51.67,53.76,2.09,0.04,0.19
B&G Foods,BGS,8.03,8.62,0.59,0.073,0.19
Bazaarvoice,BV,13.37,14.39,1.02,0.076,0.19
Cara Therapeutics,CARA,0.27,0.35,0.08,0.28,0.19
Codexis,CDXS,3.11,3.58,0.47,0.151,0.19
Cognex,CGNX,47,49.62,2.62,0.056,0.19
Darling Ingredients,DAR,36.97,39.73,2.76,0.075,0.19
DLH,DLHC,10.71,11.57,0.86,0.08,0.19
eBay,EBAY,53.85,55.61,1.76,0.033,0.19
Editas Medicine,EDIT,4.66,5.41,0.75,0.161,0.19
Educational Development,EDUC,1.8,2.07,0.27,0.15,0.19
Enersys,ENS,103.77,109.93,6.16,0.059,0.19
First Cash,FCFS,105.4,111.6,6.2,0.059,0.19
Full House Resorts,FLL,4.99,5.63,0.64,0.128,0.19
First Northwest Bancorp,FNWB,9.6,10.21,0.61,0.064,0.19
First US Bancshares,FUSB,9.51,10,0.49,0.052,0.19
Hilton Grand Vacations,HGV,40.63,43.21,2.58,0.063,0.19
Helmerich and Payne,HP,36.31,40.42,4.11,0.113,0.19
Heritage Insurance,HRTG,7.07,7.99,0.92,0.13,0.19
Hilltop,HTH,31.23,32.99,1.76,0.056,0.19
Hawthorn Bancshares,HWBK,20.05,22,1.95,0.097,0.19
Internationa Flavors and Fragrances,IFF,95.47,99.48,4.01,0.042,0.19
J. B. Hunt,JBHT,159.43,173.15,13.72,0.086,0.19
Kopin,KOPN,0.85,1.06,0.21,0.247,0.19
Lennox International,LII,538.29,583.5,45.21,0.084,0.19
MEI Pharma,MEIP,2.84,3.71,0.87,0.306,0.19
Molina Healthcare,MOH,297.74,341.27,43.53,0.146,0.19
NCS Multistage,NCSM,17.25,17.99,0.74,0.043,0.19
NanoViricides,NNVC,1.75,2.18,0.43,0.246,0.19
National Oilwell Varco,NOV,19.09,20.82,1.73,0.091,0.19
PAR Technology,PAR,47.24,50.64,3.4,0.072,0.19
Provident Financial,PROV,12.3,13.3,1,0.081,0.19
Quanterix,QTRX,13.23,14.76,1.53,0.116,0.19
RGC Resources,RGCO,20.41,22.51,2.1,0.103,0.19
Sonic Automotive,SAH,54.48,59.54,5.06,0.093,0.19
Stitch Fix,SFIX,4.2,4.71,0.51,0.121,0.19
SIFCO Industries,SIF,3.2,3.35,0.15,0.047,0.19
Molson Coors Brewing,TAP,51.12,52.85,1.73,0.034,0.19
Gentherm,THRM,49.4,55.18,5.78,0.117,0.19
TJX Companies,TJX,110.66,113.02,2.36,0.021,0.19
Trinseo,TSE,2.4,2.89,0.49,0.204,0.19
Veeva,VEEV,182.97,191.93,8.96,0.049,0.19
Valmont Industries,VMI,274.45,298.36,23.91,0.087,0.19
Yext,YEXT,5.32,5.76,0.44,0.083,0.19
"Valmont Industries, Inc.",VMI,274.45,298.36,23.91,0.087,0.19
"Veeva Systems, Inc.",VEEV,182.97,191.93,8.96,0.049,0.19
"Yext, Inc.",YEXT,5.32,5.76,0.44,0.083,0.19
ADMA Biologics,ADMA,11.25,12.28,1.03,0.092,0.18
American Financial,AFG,124.62,130.96,6.34,0.051,0.18
Ametek,AME,168.06,173.48,5.42,0.032,0.18
Atossa Genetics,ATOS,1.21,1.35,0.14,0.116,0.18
Axalta Coating,AXTA,34.21,35.65,1.44,0.042,0.18
AutoZone,AZO,2956.35,3133.69,177.34,0.06,0.18
BorgWarner,BWA,32.49,35.31,2.82,0.087,0.18
Comcast,CMCSA,38.9,41.27,2.37,0.061,0.18
CSX,CSX,33.48,35.1,1.62,0.048,0.18
CVR Energy,CVI,26.78,28.6,1.82,0.068,0.18
Clearway Energy,CWEN,24.95,26.68,1.73,0.069,0.18
CoreCivic,CXW,12.99,13.94,0.95,0.073,0.18
Escalade,ESCA,13.72,14.88,1.16,0.085,0.18
National Vision,EYE,13.19,14.46,1.27,0.096,0.18
Flushing Financial,FFIC,13.08,14.73,1.65,0.126,0.18
Global Medical REIT,GMRE,9.06,9.55,0.49,0.054,0.18
"Guaranty Bancshares, Inc.",GNTY,31.5,34.53,3.03,0.096,0.18
Gold Resource,GORO,0.38,0.45,0.07,0.179,0.18
Hudson Global,HSON,16.35,18.19,1.84,0.113,0.18
ICU Medical,ICUI,118.5,126.98,8.48,0.072,0.18
International Money Express,IMXI,20.9,22.21,1.31,0.063,0.18
Ideal Power,IPWR,7.05,7.39,0.34,0.048,0.18
GEE,JOB,0.31,0.34,0.03,0.084,0.18
Kirkland's,KIRK,1.67,1.8,0.13,0.078,0.18
Knowles,KN,17.28,18.27,0.99,0.057,0.18
Kennedy-Wilson,KW,9.7,10.41,0.71,0.073,0.18
Quaker Chemical,KWR,169.46,181.57,12.11,0.071,0.18
Markel,MKL,1583.39,1638.85,55.46,0.035,0.18
Movado,MOV,24.84,25.9,1.06,0.043,0.18
Ormat Technologies,ORA,71.68,77.64,5.96,0.083,0.18
Oxford Industries,OXM,100.39,105.33,4.94,0.049,0.18
RCM,RCMT,18.69,19.48,0.79,0.042,0.18
SandRidge Energy,SD,12.98,13.59,0.61,0.047,0.18
Seneca Foods,SENEA,57.74,60.34,2.6,0.045,0.18
Sirius XM,SIRI,2.86,3.45,0.59,0.206,0.18
Synchronoss,SNCR,9.66,10.45,0.79,0.082,0.18
Spero Therapeutics,SPRO,1.27,1.41,0.14,0.11,0.18
Stericycle,SRCL,58.02,58.55,0.53,0.009,0.18
Taylor Devices,TAYD,45.78,51.36,5.58,0.122,0.18
Triumph,TGI,15.49,16.39,0.9,0.058,0.18
TG Therapeutics,TGTX,17.67,19.76,2.09,0.118,0.18
Travelers Companies,TRV,204.99,216.44,11.45,0.056,0.18
Zoetis,ZTS,173.26,180.04,6.78,0.039,0.18
"Zoetis, Inc.",ZTS,173.26,180.04,6.78,0.039,0.18
Argan,AGX,73.85,78.93,5.08,0.069,0.17
Allegiant Travel,ALGT,49.88,56.07,6.19,0.124,0.17
Artisan Partners Asset Management,APAM,41.38,44.16,2.78,0.067,0.17
Concrete Pumping,BBCP,6.06,6.67,0.61,0.101,0.17
bluebird bio,BLUE,0.97,1.16,0.19,0.196,0.17
Cidara Therapeutics,CDTX,11.96,13.11,1.15,0.096,0.17
Cherry Hill Mortgage Investment,CHMI,3.65,3.83,0.18,0.049,0.17
Campbell Soup,CPB,45.4,46.86,1.46,0.032,0.17
Du Pont,DD,80.47,83.7,3.23,0.04,0.17
Diodes,DIOD,71.61,78.2,6.59,0.092,0.17
Energizer,ENR,29.65,30.79,1.14,0.038,0.17
Forum Energy,FET,16.9,18.45,1.55,0.092,0.17
GoDaddy,GDDY,139.79,145.45,5.66,0.04,0.17
Glen Burnie Bancorp,GLBZ,4.04,4.66,0.62,0.153,0.17
Green Plains,GPRE,15.85,17.73,1.88,0.119,0.17
GoPro,GPRO,1.41,1.52,0.11,0.078,0.17
Hillenbrand,HI,40.24,44.23,3.99,0.099,0.17
Huntsman,HUN,22.81,23.93,1.12,0.049,0.17
Insmed,INSM,66.45,72.75,6.3,0.095,0.17
iRadimed,IRMD,44.09,46.71,2.62,0.059,0.17
Illinois Tool Works,ITW,238.49,247.28,8.79,0.037,0.17
Nordstrom,JWN,21.22,22.83,1.61,0.076,0.17
nLIGHT,LASR,11.01,12.07,1.06,0.096,0.17
LyondellBasell,LYB,95.98,99.46,3.48,0.036,0.17
Medical Properties Trust,MPW,4.29,4.81,0.52,0.121,0.17
NextEra Energy,NEE,71.46,76.39,4.93,0.069,0.17
NAPCO Security,NSSC,51.74,55.81,4.07,0.079,0.17
NetScout,NTCT,18.41,20.35,1.94,0.105,0.17
NETGEAR,NTGR,15.33,15.88,0.55,0.036,0.17
Owens Corning,OC,174.77,186.38,11.61,0.066,0.17
OncoCyte,OCX,2.97,3.14,0.17,0.057,0.17
Oppenheimer,OPY,48.26,51.42,3.16,0.065,0.17
Pedevco,PED,0.88,0.98,0.1,0.114,0.17
Pulse Biosciences,PLSE,10.96,14.96,4,0.365,0.17
ProPetro Holding,PUMP,8.66,9.59,0.93,0.107,0.17
Qualys,QLYS,142.31,149.14,6.83,0.048,0.17
Transocean,RIG,5.32,5.79,0.47,0.088,0.17
Seaboard,SEB,3125.5,3247.91,122.41,0.039,0.17
US Silica,SLCA,15.45,15.49,0.04,0.003,0.17
Stratus Properties,STRS,24.94,27.62,2.68,0.107,0.17
Southwest Gas,SWX,70.72,74.16,3.44,0.049,0.17
Sensient,SXT,73.85,78.05,4.2,0.057,0.17
Twilio,TWLO,57,59.13,2.13,0.037,0.17
Veracyte,VCYT,21.59,24,2.41,0.112,0.17
Xencor,XNCR,18.95,20.42,1.47,0.078,0.17
"Veracyte, Inc.",VCYT,21.59,24,2.41,0.112,0.17
"Xencor, Inc.",XNCR,18.95,20.42,1.47,0.078,0.17
Apple,AAPL,212.09,222.08,9.99,0.047,0.16
Ashford,AINC,4.92,NA,NA,NA,0.16
Air T,AIRT,21.48,24.4,2.92,0.136,0.16
American Axle and Manufacturing,AXL,7.04,7.43,0.39,0.055,0.16
Banc of California,BANC,12.8,13.98,1.18,0.092,0.16
Becton Dickinson and,BDX,233.76,241.06,7.3,0.031,0.16
Cracker Barrel Old Country Store,CBRL,42.49,45.83,3.34,0.079,0.16
Chatham Lodging Trust REIT,CLDT,8.51,8.79,0.28,0.033,0.16
Columbus McKinnon,CMCO,34.5,38.16,3.66,0.106,0.16
Cummins,CMI,279,291.8,12.8,0.046,0.16
Commercial Vehicle,CVGI,4.98,5.45,0.47,0.094,0.16
Electromed,ELMD,15.23,15.64,0.41,0.027,0.16
Enphase Energy,ENPH,99.5,115.11,15.61,0.157,0.16
Exact Sciences,EXAS,42.21,45.68,3.47,0.082,0.16
Extreme Networks,EXTR,13.45,14.3,0.85,0.063,0.16
General Electric,GE,160.67,170.2,9.53,0.059,0.16
Geron,GERN,4.24,4.74,0.5,0.118,0.16
Greenlight Reinsurance,GLRE,13.15,13.8,0.65,0.049,0.16
Harvard Bioscience,HBIO,2.86,3.2,0.34,0.119,0.16
Jack Henry and Associates,JKHY,166.64,171.48,4.84,0.029,0.16
KBR Inc,KBR,64.5,66.59,2.09,0.032,0.16
LGL,LGL,5.5,5.63,0.13,0.024,0.16
Mastercard,MA,440.8,463.71,22.91,0.052,0.16
McGrath RentCorp,MGRC,106.71,109.83,3.12,0.029,0.16
Monster Beverage,MNST,50.04,51.45,1.41,0.028,0.16
Manitex International,MNTX,4.26,5.09,0.83,0.195,0.16
Neogen,NEOG,15.57,17.03,1.46,0.094,0.16
Natural Health Trends,NHTC,7.1,7.3,0.2,0.028,0.16
NetSol,NTWK,2.54,2.8,0.26,0.102,0.16
ON Semiconductor,ON,68.96,78.25,9.29,0.135,0.16
SEI Investments,SEIC,64.67,67.84,3.17,0.049,0.16
Smith Micro Software,SMSI,2.22,2.45,0.23,0.104,0.16
Savara,SVRA,4.08,4.6,0.52,0.127,0.16
Teleflex,TFX,214.27,220.92,6.65,0.031,0.16
Thermon,THR,30.8,32.81,2.01,0.065,0.16
United Fire,UFCS,21.57,22.41,0.84,0.039,0.16
Universal Insurance Holdings,UVE,18.82,19.81,0.99,0.053,0.16
YETI,YETI,38.22,41.35,3.13,0.082,0.16
"YETI Holdings, Inc.",YETI,38.22,41.35,3.13,0.082,0.16
ARMOUR Residential REIT,ARR,19.42,20.2,0.78,0.04,0.15
AptarGroup,ATR,141.38,146.98,5.6,0.04,0.15
Boeing,BA,182.2,190.6,8.4,0.046,0.15
Bloomin' Brands,BLMN,19.34,20.85,1.51,0.078,0.15
CompX International,CIX,24.5,25.64,1.14,0.047,0.15
Enzo Biochem,ENZ,1.07,1.14,0.07,0.065,0.15
Equinix,EQIX,756.34,790.24,33.9,0.045,0.15
EnviroStarm,EVI,18.6,20.43,1.83,0.098,0.15
FARO,FARO,16.03,17.1,1.07,0.067,0.15
Fox Factory Holding,FOXF,48.35,53.39,5.04,0.104,0.15
TEGNA,GCI,4.73,4.91,0.18,0.038,0.15
Great Lakes Dredge and Dock,GLDD,8.75,9.43,0.68,0.078,0.15
Hubbell,HUBB,371.96,395.65,23.69,0.064,0.15
inTest,INTT,9.95,10.8,0.85,0.085,0.15
Lantheus,LNTH,80.35,104.83,24.48,0.305,0.15
Nine Energy Service,NINE,1.66,1.89,0.23,0.139,0.15
Organogenesis,ORGO,2.9,3.02,0.12,0.041,0.15
Powell Industries,POWL,145.34,183.63,38.29,0.263,0.15
Replimune Group,REPL,8.98,10,1.02,0.114,0.15
Silicon Laboratories,SLAB,110.62,120.13,9.51,0.086,0.15
Streamline Health,STRM,0.45,0.52,0.07,0.147,0.15
Container Store,TCS,0.56,0.88,0.32,0.571,0.15
Team,TISI,8.88,9.93,1.05,0.118,0.15
Tesla Motors,TSLA,201.02,232.07,31.05,0.154,0.15
Valspar,VAL,74.58,78.59,4.01,0.054,0.15
VolitionRX,VNRX,0.63,0.66,0.03,0.051,0.15
WVS Financial,WVFC,12.16,12.25,0.09,0.007,0.15
Xeris Pharmaceuticals,XERS,2.24,2.48,0.24,0.107,0.15
XPO Logistics,XPO,106.15,114.89,8.74,0.082,0.15
Zoom Video,ZM,59.1,60.4,1.3,0.022,0.15
Valaris Plc,VAL,74.58,78.59,4.01,0.054,0.15
VolitionRX Ltd.,VNRX,0.63,0.66,0.03,0.051,0.15
WVS Financial Corp.,WVFC,12.16,12.25,0.09,0.007,0.15
"Xeris Pharmaceuticals, Inc.",XERS,2.24,2.48,0.24,0.107,0.15
"XPO Logistics, Inc.",XPO,106.15,114.89,8.74,0.082,0.15
"Zoom Video Communications, Inc.",ZM,59.1,60.4,1.3,0.022,0.15
Alpha Pro Tech,APT,5.55,5.84,0.29,0.052,0.14
Chemours,CC,22.67,24.17,1.5,0.066,0.14
ChromaDex,CDXC,2.77,2.99,0.22,0.079,0.14
Central Garden and Pet,CENTA,33.04,34.36,1.32,0.04,0.14
Churchill Downs,CHDN,139.88,143.56,3.68,0.026,0.14
Casella Waste,CWST,99.51,103.56,4.05,0.041,0.14
Evolution Petroleum,EPM,5.34,5.62,0.28,0.052,0.14
Enstar,ESGR,306.34,324.4,18.06,0.059,0.14
Essex Property Trust,ESS,270.23,278.36,8.13,0.03,0.14
Flowserve,FLS,48.38,50.55,2.17,0.045,0.14
Amicus Therapeutics,FOLD,9.85,10.31,0.46,0.047,0.14
FRP,FRPH,28.38,30.09,1.71,0.06,0.14
Healthcare,HCSG,10.58,11.43,0.85,0.08,0.14
Harte-Hanks,HHS,8.44,8.44,0,0,0.14
Manhattan Bridge Capital,LOAN,5.17,5.42,0.25,0.048,0.14
Macerich,MAC,15.33,16.01,0.68,0.044,0.14
Methode Electronics,MEI,10.41,12.66,2.25,0.216,0.14
Nektar Therapeutics,NKTR,1.25,1.34,0.09,0.072,0.14
Universal Display,OLED,210.25,222.62,12.37,0.059,0.14
Prestige Brand,PBH,68.97,70.81,1.84,0.027,0.14
CPI Card,PMTS,27.4,29.33,1.93,0.07,0.14
Protagonist Therapeutics,PTGX,34.76,37.44,2.68,0.077,0.14
Regeneron Pharma,REGN,1047.11,1079.19,32.08,0.031,0.14
Gibraltar Industries,ROCK,68.62,74.27,5.65,0.082,0.14
TransAct,TACT,3.66,3.99,0.33,0.09,0.14
Tenable,TENB,43.54,45.92,2.38,0.055,0.14
Tetra,TTI,3.48,3.73,0.25,0.072,0.14
Texas Instruments,TXN,193.63,203.81,10.18,0.053,0.14
Ultralife,ULBI,10.67,11.98,1.31,0.123,0.14
Voya Financial,VOYA,71.56,72.73,1.17,0.016,0.14
Williams-Sonoma,WSM,140.94,154.68,13.74,0.097,0.14
"Voya Financial, Inc.",VOYA,71.56,72.73,1.17,0.016,0.14
"Williams-Sonoma, Inc.",WSM,140.94,154.68,13.74,0.097,0.14
Achieve Life Sciences,ACHV,4.65,4.98,0.33,0.071,0.13
Alpha n Omega Semiconductor,AOSL,37.37,41.4,4.03,0.108,0.13
Apple Hospitality REIT,APLE,14.55,14.79,0.24,0.016,0.13
BWX,BWXT,95.55,99.49,3.94,0.041,0.13
Citigroup,C,63.65,64.88,1.23,0.019,0.13
Cars.com,CARS,19.73,20.62,0.89,0.045,0.13
Caterpillar,CAT,335.11,346.2,11.09,0.033,0.13
Celanese,CE,135.38,141.15,5.77,0.043,0.13
Central Garden and Pet,CENT,38.37,39.84,1.47,0.038,0.13
Quest Diagnostics,DGX,137.52,142.3,4.78,0.035,0.13
DocuSign,DOCU,53.62,55.48,1.86,0.035,0.13
Domo,DOMO,7.71,8.36,0.65,0.084,0.13
Dynex Capital,DX,11.95,12.17,0.22,0.018,0.13
Entravision Communications,EVC,2.04,2.19,0.15,0.074,0.13
First Financial Northwest,FFNW,21.29,21.51,0.22,0.01,0.13
Fidelity National Information,FIS,75.43,76.83,1.4,0.019,0.13
Greene County Bancorp,GCBC,33.36,36.25,2.89,0.087,0.13
Globalstar,GSAT,1.11,1.21,0.1,0.09,0.13
Hess Corp.,HES,148.3,153.42,5.12,0.035,0.13
Heartland Express,HTLD,12.3,12.97,0.67,0.054,0.13
IDEX,IEX,202.28,208.48,6.2,0.031,0.13
Inuvo,INUV,0.25,0.3,0.05,0.218,0.13
Iridium Communications,IRDM,26.6,28.7,2.1,0.079,0.13
Itron,ITRI,99.57,103.44,3.87,0.039,0.13
Jabil Circuit,JBL,109.01,112.67,3.66,0.034,0.13
Live Nation Entertainment,LYV,94.24,96.19,1.95,0.021,0.13
Merchants Bancorp,MBIN,40.55,45,4.45,0.11,0.13
Macatawa Bank,MCBC,14.6,14.82,0.22,0.015,0.13
McDonald's,MCD,254.83,265.4,10.57,0.041,0.13
Modine Manufacturing,MOD,101.22,117.66,16.44,0.162,0.13
MicroStrategy,MSTR,1410,1614.44,204.44,0.145,0.13
Noble,NE,44.99,47.22,2.23,0.05,0.13
New York Community Bancorp,NYCB,9.69,10.52,0.83,0.086,0.13
ONEOK,OKE,81.75,83.33,1.58,0.019,0.13
Patterson Companies,PDCO,24.1,25.25,1.15,0.048,0.13
ProAssurance,PRA,12.28,13.1,0.82,0.067,0.13
Phillips 66,PSX,141.71,145.48,3.77,0.027,0.13
Sally Beauty,SBH,10.81,11.45,0.64,0.059,0.13
SolarEdge,SEDG,25.03,28.86,3.83,0.153,0.13
Global Self Storage,SELF,4.9,5,0.1,0.02,0.13
Superior Uniform,SGC,18.94,19.92,0.98,0.052,0.13
Transgenomic,TBIO,3.58,3.92,0.34,0.095,0.13
Telephone and Data,TDS,20.64,21.2,0.56,0.027,0.13
Village Bank and Trust Financial,VBFC,48.5,46.82,-1.68,-0.035,0.13
Veru,VERU,0.84,0.94,0.1,0.115,0.13
Valero Energy,VLO,158.35,161.72,3.37,0.021,0.13
Worthington Industries,WOR,47.54,49.91,2.37,0.05,0.13
WR Berkley,WRB,52.99,55.13,2.14,0.04,0.13
Watsco,WSO,465.95,489.49,23.54,0.051,0.13
Exxon Mobil,XOM,115.71,118.59,2.88,0.025,0.13
The ExOne,XONE,49.32,49.69,0.37,0.007,0.13
Zimmer Biomet,ZBH,107.01,111.35,4.34,0.041,0.13
Valero Energy Corp.,VLO,158.35,161.72,3.37,0.021,0.13
"Veru, Inc.",VERU,0.84,0.94,0.1,0.115,0.13
Village Bank & Trust Financial Corp.,VBFC,48.5,46.82,-1.68,-0.035,0.13
W.R. Berkley Corp.,WRB,52.99,55.13,2.14,0.04,0.13
"Watsco, Inc.",WSO,465.95,489.49,23.54,0.051,0.13
"Worthington Industries, Inc.",WOR,47.54,49.91,2.37,0.05,0.13
"Zimmer Biomet Holdings, Inc.",ZBH,107.01,111.35,4.34,0.041,0.13
Aaron's,AAN,9.98,10,0.02,0.002,0.12
Adient,ADNT,25.4,25.76,0.36,0.014,0.12
Air Industries,AIRI,3.5,3.69,0.19,0.054,0.12
On Assignment,ASGN,88.23,94.67,6.44,0.073,0.12
Ashland Global,ASH,94.99,96.65,1.66,0.017,0.12
Aware,AWRE,1.96,2.09,0.13,0.066,0.12
The Chefs' Warehouse,CHEF,39.22,41.59,2.37,0.06,0.12
Comerica,CMA,51.09,54.81,3.72,0.073,0.12
Calavo Growers,CVGW,22.78,23.79,1.01,0.044,0.12
Daktronics,DAKT,13.95,14.98,1.03,0.074,0.12
Denali Therapeutics,DNLI,23.01,24.37,1.36,0.059,0.12
GATX,GATX,132.89,139.5,6.61,0.05,0.12
Hexcel,HXL,62.83,66.21,3.38,0.054,0.12
Iovance Biotherapeutics,IOVA,8.02,8.73,0.71,0.089,0.12
Jazz Pharma,JAZZ,106.73,110.25,3.52,0.033,0.12
OrthoPediatrics,KIDS,28.99,30.78,1.79,0.062,0.12
Laureate Education,LAUR,14.88,15.5,0.62,0.042,0.12
Littelfuse,LFUS,256.35,267.11,10.76,0.042,0.12
LTC Properties,LTC,34.39,35.71,1.32,0.038,0.12
Malibu Boats,MBUU,35.29,38.04,2.75,0.078,0.12
Mitcham Industries,MIND,4.11,4.5,0.39,0.095,0.12
Mannatech,MTEX,6.79,7.34,0.55,0.081,0.12
Ooma,OOMA,10.06,10.4,0.34,0.034,0.12
Par Pacific,PARR,25.37,26.55,1.18,0.047,0.12
Puma Biotechnology,PBYI,3.24,3.58,0.34,0.106,0.12
Pro-Dex,PDEX,18.33,20.22,1.89,0.103,0.12
Principal Financial,PFG,78.83,81.51,2.68,0.034,0.12
Polaris Industries,PII,78.39,83.28,4.89,0.062,0.12
Patterson-UTI Energy,PTEN,10.41,10.99,0.58,0.056,0.12
Paramount Gold Nevada,PZG,0.41,0.44,0.03,0.078,0.12
Arcus Biosciences,RCUS,15.19,16.41,1.22,0.08,0.12
Riot Blockchain,RIOT,9.36,10.19,0.83,0.089,0.12
Retractable,RVP,1.07,1.15,0.08,0.075,0.12
Syndax Pharma,SNDX,20.39,22.7,2.31,0.113,0.12
Scholar Rock Holding,SRRK,8.29,9.08,0.79,0.095,0.12
TriNet,TNET,99.92,104.25,4.33,0.043,0.12
Mammoth Energy,TUSK,3.26,4.02,0.76,0.233,0.12
Value Line,VALU,44.22,47.25,3.03,0.069,0.12
Yield10 Bioscience,YTEN,1.11,1.83,0.72,0.649,0.12
Zillow,ZG,45.03,47.4,2.37,0.053,0.12
"Value Line, Inc.",VALU,44.22,47.25,3.03,0.069,0.12
"Yield10 Bioscience, Inc.",YTEN,1.11,1.83,0.72,0.649,0.12
"Zillow Group, Inc.",ZG,45.03,47.4,2.37,0.053,0.12
Advanced Energy Industries,AEIS,108.48,116.37,7.89,0.073,0.11
Ashford Hospitality Trust,AHT,0.98,1.04,0.06,0.061,0.11
Air Lease,AL,47.61,49.62,2.01,0.042,0.11
AMC Entertainment,AMC,4.87,5.31,0.44,0.09,0.11
